Sentiment,textOriginal
0,It would prevent me from buying a mobile phone and desktop.
1,"8:01 remixed digital love, very nice backing track"
1,I've been wanting this my whole life I know damn well it's not ready yet but I think I'll see it in my life time
0,Mark has ruined everything.. I’m good.. I don’t wanna be a controlled robot
2,Please look into Metahero project eyes popping 👀👀👀👀👀👀👀
0,The only problem I see is who the hell will pay 1500 bucks for a vr headset?
1,I like that gadget so much. Aside...  If they invest in porn industry they will finally start to get money back
0,"I would not trust this cio with my data… He has already showed that he does not care about our data. Looks purely his profit… So thank you, not for me. Thank God we still have the real world :)"
0,Living in a world designed & run by facebook? Hmmm gonna take a lot to convince me that that isn't a horrible idea...
0,Fuck Metaverse
1,Sticky notes in a virtual room!! bravo.
0,Meta was dead when it was released. Cant wait for that shitty company to close. All they do is building add shit.
1,Thank you for staying real!
0,Nobody is asking for metaverse but META.
2,This came recommended to me.  Was wondering who brown Lee was since YouTube rewind 2018.  Fortnite!
0,Is meta also investing in optometrists? Is the time spent on the headsets not bad for you eyes?
2,Mark can you explain why was i blocked on Facebook?
0,Didn’t mention the awful battery life.
2,"Just started watching this video rn
I just thought of this idea
They're intentionally not showing much and shit to drop the stock price that will blow up later because of the hidden stuff that they didn't show"
2,3D TV flopped because people didn’t want to wear light weight glasses.  So headsets need to come a long long way or another technology that doesn’t require a headset (eg: brainwaves)
1,"Great video as always.

Through the Metaverse, it's clear that Meta is trying to replace real life. However, my thought on their ambition is the following : why would they want to replace something that we already love ? I might have a rather obsolete view on the matter, but all I understand is that Meta would completely break the basis of human life, as social relations would be messed up and we would literally forget to appreciate the real world and its charms."
2,"Metaverse is too early to be launched( ik someone has to take initiative), but it becomes possible if there are competitors in same game , so people see clashes and fights like the smartphone industries and try different phones, and after some time the smartphone got good value for specsm"
1,"Dope overview, but not if you were looking for answer to the question of whether he thinks VR AR is going to be a huge hit"
2,Hmmm
0,"What will happen to your eyes over the time 
Have u ever imagine
Do follow the hindu ethics for living n development

Take care for the natural resources"
0,The guy being paid by the metaverse?  👍
0,"Also forgot that it’s not healthy for people to be trapped in the Metaverse and not have real human interaction, or fresh air. Watch ready player 1. Put down the headsets people. And F mark zuckerberg."
2,There is one thing that will move VR and that is sex.
1,average buy the meta stock every month in the next 20 years. your retirement solved!
2,"am I the only one who believes all of this obsessive VR tech, plus the ridiculousness of gender pronouns and dating bots, is going to be fed up by humans and we'll go back to playing real acoustic guitars at the camp fire, spend more time outside in nature and ignore anything that is sponsored or solicited?"
2,"Me: Search stuff that I hate online knowing that I'll never buy it but just to deceive ad companies 🤣👍

Don't let them know your next move. 🤓"
2,"Wherefore if thy hand or thy foot offend thee, cut them off, and cast them from thee: it is better for thee to enter into life halt or maimed, rather than having two hands or two feet to be cast into everlasting fire.   (Matthew 18:8)
- We are all sinners. Believe in Jesus Christ, Repent and be saved.
- It's the Last Time. The Lord is coming soon. Believe in Jesus Christ, Repent and be saved."
0,"Mark in real life looks like a 3D avatar. I honestly thought that he was animated in this footage. Man, that guy does not look human."
0,"The sound transition on ""The problem"" part was awful"
0,Im not keen for the future where a company use me as a highly optimised ad consuming tool to gain as much from my attention /life and money as it could. It is just sad
0,"What happens to the real world?
We are already spending tons of time on virtual social media life and look at our screens more than we look around in nature and our real life. I don't really want to live in a VR life, i want to connect the real human way. i just hope this VR won't become the main or only way we communicate with eachother!"
0,I don't (stops video)
0,"since the 90's i've seen vr and thought, 'give it another few years'. and i've said the same thing repeatedly every few years.

and i'll say it now. 'give it another few years'."
0,"Probably a fantasy thought, but a future where everything is done virtually is a scary future. Instead of people focusing on making earth a better place for human to live and doing activities, people will focus on having a ""better"" virtual experience, neglecting the actual physical environment we live in.

You have brought interesting points about metaverse that I haven't thought or heard before. The tech behind it is also surprisingly amazing. The face tracking feature awed me the most. However I will still pray for it to fail just because it's Meta. Out of all company, Meta is the last company I want to bring virtual reality to the next level. I can't trust them with the control of human's daily lives."
0,"Ton of people’s biggest concern today is being able to afford rent and paying their cell phone bill. Metaverse, VR, and AR is still meh after all these years."
0,i think they are forgetting one vital thing: VR headsets make people dizzy. like really dizzy. i can't imagine sitting through a zoom call of 1.5 hour with that thing on my head.
0,"The only reason Facebook is so headstrong in building VR is...hardware domination. They failed with the Facebook phone, kinda failed with the Facebook tablet/homehub. The only hardware way left is VR. And it is going to fail too. Why? Because people live in the real world. We only escape to the fake world because our real lives suck. And boom, you have a bunch of depressed users in a fake and depressing world. What kinda ads are you going to sell them? Xanax?

No wonder why Facebook is losing billions. It's time for Mark to step down."
0,Do you think Meta can overcome the massive amount of negativity MZ has personally created? I think people don't want him to win and won't use his stuff for that very reason.
0,"why make a live avatar when you can just use a regular camera? whats the point of having a 3D image just facetime the person.

this whole thing is so overdesigned and pointless."
2,A triple monitor setup....in a very portable package
0,The metaverse will mean nothing until the headset is meaningless.
2,"I love VR and I love my (Meta) Quest 2, but I give a sh** about the Metaverse. Just let me play my games..."
0,"sounds awesome until you consider terms of service, censorship and the power it yeilds for a single company"
2,"Mr Zuck sir, you need to run up the share price of Meta. The shareholders will promote it, much like Tesla cars only shareholders drive one in general.  But but if you destroy your shareholders like the 75% drop we have seen you are not going to get the support you want here."
1,Let's live in the real world and make it a better place
0,"I'm still not convinced by all of this, I want to live a real life in a real world. And I have too many responsibilities in life to constantly have a headset on"
2,"I actually can not blame Meta because *IF* this works one day it will literally be the Oasis from Ready Player One. Of course with all benefits and negatives attached. Personally i think people should talk face to face, especially after the two and a half years of pandemic deprivation. It is worse enough working full time Home Office without ever seeing or meeting your colleagues and friends."
1,"You watch one Netflix movie in this thing and you will be buying one! Trust me just the Netflix app in VR is worth it.  1500 dollars is nothing, plus everyone will just put it on there credit card debt anyway."
1,Excellent video
2,Your brat kid is getting this for Xmas
0,I am Mark Zukerwhatever and I approve this message.
0,Another 3D fad. Put the crap headset down &  go out and enjoy the real world including  nature & animals. META is a controlled Tyranny of marketing were you are the prisoner.
0,Still i don’t see the need for it or the necessity of metaverse
0,My advice: don't let your life controlled by a lizard. Instead go outside and enjoy life truly to the fullest and maybe even spot a lizard!
0,Of course he believes in it. He wants your money. He will tell you anything he thinks you want to hear.
1,"i find VR mostly for entertainment, but what we have not yet seen is AR. That will make everything in your environment epic."
0,Incels. Incels care about the Metsverse. It’s amazing how easily people are separated from their money.
2,"But why would someone do something in ar/vr when you can do it real except when it really hard like explaining a 3d idea, even travelling to other country for meetings have other pros like culture exposure exposure to different people while if you do it in VR you will meet only the people you already meeting with"
0,"Yup it will be a major part of our kids/grand kids future mostly because in the future we wont want to go out into the 'real world' that we are making uninhabitable. Just plug into the matrix it's safer :(
Why is Marks tshirt blue in your thumbnail but brown in the video?"
1,"Amazing! Best summary of impending VR scene, but also wisdom to see the risk of a Big Tech Cartel, and the Courage to speak out against Zuck controlling it all! HUGE Respect +++  I do hope VR takes off, has epic potential, but should be Open and as easy to use as Cardboard etc."
1,That live face thing is scary and badass
0,"Humen never like to close or disturbs their eyes.
Cardboard feature still faces failure 
Better AR with AI support 3D projection via smoke"
2,Invented it probably. Ha ha ha.
0,"Meta will eventually sell us the Meta-Suit, a skin tight grey bodysuit that will allow users to pick any outfit and hairstyle they want other people to see them in when they interact in the Metaverse. Also, Mark Zuckerberg will never be anything other than creepy to me and this is a terrible idea."
1,Keep talking about it..  competition will make it great. 👍 I love the new show peripheral. It opens up a whole new possibility for the future of meta... with communication beginning to travel faster than light. It opens up the possibility to compress information and send it to our present. Imagine a virtual world that advances 100 years into the future. And bringing those advances to the present. I think this is the beginning of quantum reality.. not a big leap considering we have computers that can predict the future with a high degree of accuracy.
0,I don't get it. Why would anyone prefer this over real life?
0,"Imagine headaches and eye pain, you will experience after using this for 20 minutes."
2,When this technology get to the size of glasses is when it’s worth it
2,what i don't get the start of the pandemic was the perfect time for VR...imagine going to school on VR...kids got bored having online classes for so long and vr would have helped that problem...they should've make good cheap VR when the pandemic started
0,"Would rather have a better tablet. Like a quantum tablet. VR is too cumbersome and clumsy. 😕 open to it, yet it is like the Nintendo 64 of VR currently. It is thick, clumsy, hurts the head, hurts the eyes, causes chafing.
setting up that meeting space is very reliant on tech functioning and not having issue. Project management software is better."
1,"Virtual reality is definitely the future in my opinion. escapism through gaming ,comics and movies is at an all time high and the future is virtual."
2,You’re being copied by 124hd
1,"Great video - but for me, sod the 'metaverse' give me face to face time any day of the week."
0,"At least I understand what's about. Let me tell you something. Apple, back in its glory days, used to invent solutions to solve problems. The thing is, I don't see what problem is this metaverse thing solving."
2,eI missed th advertising watermark in this vid.
0,"Meta is behaving like Microsoft in 2000, buying anything resembling competition, then quietly killing it, unintentionally most of the time."
2,Nothing beats the real world
1,"on point.... sooooo on point.... I like the ""problem"" part a lot.... if one person own the Metaverse, I think they'll be tooo relaxed....like monopolizing the viewers with adds of their choice"
0,"@mkbhd it's better to meta first to fix their advertising algorithms and control panel , it's awful"
2,1500 bucks is a steep foot in the door. If they made it cheaper it would be more accessible for everyone even just to try. Or maybe have different models for different budgets but have them all connect. It should be like people who like prepaid phones vs people upgrading every 9 months to the newest phone
2,Just make a battery and speakers necklace and take the weight off.
1,"Thanks, one of the best videos ever made on the channel, perfectly explained!"
0,how much did Zuckerberg pay you Marques?
0,humanity doesnt need this. the technology nowadays is enough-
0,"Why’s it failing? Because zuccerorg is in creative. He just copies things everyone else does. And now, when he’s trying to do something without a reference to copy, it’s crap."
0,"They want to get you into this crap when they lock you down for climate BS reasons. You will live in the pod, use the metaverse and eat ze bugs. Say no."
1,3 days since you posted and you have 175k+ likes!!! Wow!!!!!!
2,"Just like the Internet, people will only use these things for porn and funny cat videos."
2,"I love how everyone is focused on hating on meta fully ignoring the true giants which are Apple, Amazon, Microsoft and Google. 
Its all the same and always will be. They want YOUR money, that's it!! 
Their approach getting there may vary but they don't give a shit about your privacy or whatever. 

And from what is happening it looks more then ever that Meta doesn't give a fck about money but just wants the Metaverse or whatever he calls it to succeed. While other big tech just focuses on their investors happiness capitalizing on every end they can.
Spoiler: Afterwards Apple will steal Zucs Tech and capitalize on it by selling it as a save virtual space while not having had to pay much for development too.  And the Meta hate will contne."
2,Can a granma install this without beeing much experienced in tech?
1,Man this is seriously high quality content
1,"Man, I really like your content and your points of view. Great job!"
0,this is why there still trying to separate us to bring this in.
2,Imagine someone scanning someone elses face and then using that in a meeting
0,If i looked like Zuckerberg i would want to escape reality too
2,"Whatever the way you present your mission or your vision, it would be better to still save the world we already have rather than creating a new one"
0,Facebook is the new Craigslist
2,There will be more then one Metavers
0,"Biased view, no way he sold out 🤦‍♂️"
0,People are struggling to have time with VR metavese as bills is surging for many of us and working hard to have food on the table.
0,"I get the same vibes from FB Meta VR as I got from 3D TV's 15 years ago.. The companies behind them talking about them like they had discovered some new futuristic ailien technology that will save the world, and the consumers tought they sucked"
0,"One day people will realise, the real world is better than any website made by a nerd. Microsoft did something to improve our lives, they did not treat people as consumers of advertisement."
0,"VR is good and all, but meta is BS. I would bet billion dollars that it fails."
2,"When we built mobile data, almost no one believed we would spend meaningful time on our phones."
2,What is Metaverse by the way?
2,"very late so no one will read this but like... i think another reason why a lot of people don't like/don't care for the metaverse, is because they'll never experience it. myself included. i don't think i have a spare $1500-2000 to drop on a VR headset :|"
0,"Sunk cost fallacy imo
Great job explaining it all"
2,i suspect that if tesla wanted to...it could attack this business of ar/vr and surpass facebook within months.
2,Metaverse = WORLD WIDE WEB....  Flying cars = airplanes' & helicopters.... The future = Taping in to the Power of Thought (Projected reality to and from) but.... oh boy.... oh boy...
2,"In future our kids might go to virtual class through their headsets from home. Everything and everyone interaction in virtual environment kinda like sci-fi movies.



No. Fuck that shit!!"
2,imagine getting run over by pinterest ahahaha xD
2,I work in tech retail and the majority of the consumers are the current young teen generation..I rarely get adults buying it for themselves.. people little replace these because their little Bobby broke the hand censor so another $500 is no big deal.. tech and new generations are changing the landscape of what’s to come and some may not see the point of this VR thing but it’s getting more popularity now with streamers and influencers
2,Please hug me I’m scared
2,Metaverse was cool back when it was called Ultima Online.
0,Why would you need VR for a meeting?... You're just locking at a power point... In VR... I don't need eye contact with a avatar...
0,Did Meta Pay you to propote them?  Be Honest!
0,zuckerberg just wants people to play this stupid MMO game of his
1,*You will regret not having invested in Facebook NOW.* Mark my words. No pun intended.
0,I don't want this.
2,"i strongly believe Zuckerberg watched ready player 1 and was like ""we need to do that, and we need to do it yesterday"""
2,"*DOWN SIDE of METAVERSE*
1. Human likes reality more than Cartoon
2. We like Real character moview rather than Cartoon
3. Suppose Metaverse got success, it will not reach to millions, because high end device and cost matters
4. If mettaverse people will adopt it will happen in after 10 Years
5. I will never like to share in public my cartoon imagenary marriage ceremoney in metaverse rather than realistic video and pocture 
6. Why metaverse is popular its due to Mass CURIOSITY in new technolody
7. People may adopt Metaverse if they get realistic/ interactive 3D model of their same to same without lacking in performance, this need high end system / super processior that is not common for everyone it may take in next 20 years

*Advantages of METAVERSE*
1.For Game industry
2. For Educational purpose
3. For health may be for rich people who have health issues and they are lazy to do workout daily."
0,"Infomercial.
How much did Meta pay you?"
0,"2 words: hell no. They spend so much 10s of billions of dollars because they know this could be that big. People please see the light. The good that this brings is way overshadowed by the amount of surveillance. Imagine having every facial expression and word said in a conference recorded by one of the biggest companies to exist. We are only seeing manifestations of this now as people are having harmless things brought up from years ago now posted all over the internet. When are we going to realize that just because we can, doesn’t mean we should. Humans need other humans, not technology. Our suicide rates have just passed the level they were at during the last world war. We’re so miserable it’s equal to our close loved ones dying. life is not about getting everything we want. It’s about learning how to be happy with what we’ve been given."
0,Just curious how much Meta paid for this video😂
0,FB and zuk suck
0,"Ah the metaverse, the answer to a question nobody with any social skills ever asked. Given that Zuckerberg looks like he has fuck all social skills, it makes perfect sense he is pushing this crap. Aside from that, it's a really crappy implementation 10 years behind the competition and the price of entry is about $1500 for a VR headset. My son's PS4 VR does a better job than this."
2,"about ONE company controlling it all in future... I rather doubt that. I know our markets right now are changing much faster then let's say a decade ago, but I believe players other then Meta will eventually join the race and become AN OPTION - like Google which stepped into mobile operating systems field back then with Android when there was only iOS and some bizzare experiments out there; like Microsoft, which recently finally catch up on Google with cloud based office suite; like other car manufacturers switching to EV after initial Tesla's moves. And so on, and so on. 

One company's hegemonium in the VR realm of Web 3.0 is frightening, of course, but given the today's world complexity (expected to even increase in the future) it feels like that's not gonna happen. Rather we will end in situation similar to the present day - so called ""old money"" will guarantee the presence of a few ""Giants"" out there in this new cyber reality. Meta may lead, sure, but it's not gonna be the only option, I believe."
2,"On the hardware side I imagine that they're going to have pretty stiff competition between Valve's Index, the HTC, and Varjo. What do you think of the hardware and the user experience outside of their Metaverse ecosystem, will the user experience be better with the oculus in their own ecosystem compared to other headsets? There are a lot of alternatives to what the Zucc wants to sell you."
0,That ugly helmet is going to block where I'm looking with ad inserts? My prayers have been answered. Take my money.
0,"Facebook, Meta and whatever name it's gonna morph into won't change the fact it has never and probably never will be a hardware company.  That's half the battle already lost when they try to put their own spin on the same exact idea that has failed over and over and over again in history as a platform.  

The biggest question on the never ending quest for an artificial reality (Virtual, augmented or otherwise) has always been the ""Why""? That was the case when VR was supposed to be the next big thing in the early 90's, when it made a small comeback in the mid 90's and finally died and it still is the case for now.  What folks said about Virtua Fighter 30 years ago is exactly what they're STILL saying for a $1.5K headset, namely ""EVENTUALLY"" it will be good.  

7:18 - that is exactly why Zuckerberg is being delusional about his own business and Meta's role in bringing about the Metaverse.  It simply won't be everything to everyone.  Expecting folks to hand over their personal data at Meta's will to spend $2K on a piece of hardware that isn't even up to snuff nor do they have a compelling use case for simply is fool's gold.  Meta's hardware strategy is pathetic as they rely heavily on accessory sales to get every single dollar they can.  THEORETICALLY, by the time their headset is small enough to be a crazy-looking pair of sunglasses from a cyberpunk story, someone would've invented competing technologies to tell their own version of the metaverse story.  

Sure, they have a $100 B budget to burn on metaverse.  However, they're already 20-30% into that budget and so far they have very very little to show for it and this is precisely why their stock price has crashed 60%.  If we rinse and repeat and burn another $20-30B and their stock prices drops another $60B, there is very low probability Meta can even see that plan to its completion.  In fact, the pivot to Metaverse may exactly be the nail in Meta's coffin.  

9:01 - if they have convinced anyone they have a plan, that is no small feat because not even those internal to the Facebook Reality Labs know what that plan is.  In fact, there are troves of folks already left FRL precisely because they see nothing but a sinking ship.  This facade they put up that they have a plan was to convince Zuckerberg to continue to fund the team and now with investors demanding 20% job cuts,  Zuckerberg he himself saying Meta mates need to work  200% (on top of already crazy hours) and even then they are not guaranteed to be kept = great speech, Mark!   

9:47 - Sure some of the VR versions are better than good, but does it matter?  Gaming?  Yeah, no they may be decent but until the day a AAA game wins an award as a Metaverse exclusive NO ONE will be rushing to get a $1500 headset to play a 4 year old lightsaber game.  Zoom calls?  Yeah, no because if my boss pays for Zoom and it gets the job done what incentive do I have to try a VR version of it?  With companies like Google and META leading the way to force employees to go back to the office full time, what makes Meta think they can push others to use their meeting app to collaborate?   Sure, you may have participants from all over the world attending a meeting, but their red eyes and grumpiness will just be that much more pronounced when you pull them into meetings at 2 AM local time.  Virtual working?  No thanks, I'm not in a hurry to have these headsets burn holes in my retinae for any amount of money.   

14:00 - Agree with the ""Big Brother"" approach and the issue with it, but Meta can't even get election or vaccination info right or any of the dis/misinformation issue addressed in a meaningful way (let along being proven to be detrimental to the health of  young girls) Meta being in control just SCREAMS disaster.  

This is a fantastic piece to get informed on what ""Metaverse"" is from a super high level, but Meta and Zuckerberg have proven they have no clue on how to execute nor do they have a viable path toward any sort of objective they have.  This is why this will just be another attempt for VR to be mainstream that results in a failure and only this time, we will have yet another example of colossal failure like the Sears, Blockbusters and Yahoo of yester-years."
0,Wkwkwkkwwk whatever...mark just a speck because of facebook and nothing more..who the fk loser enough to eat this crap..what i want is go outside landscape photography desolate beautiful places like socotra..sardinia...outer scotish islands...lands end in ireland and wales...australias northern territory aboriginal landscapes...i guess it is a good thing these people will stay home instead of ruining my untouched landscape
0,Meta going to zero buy puts
2,I remember when Microsoft thought their Surface table computer was going to change the world in 2007. Flopped but they kept the name and made something to counter a Chromebook. Surface Pro is right up there with the players.
1,"I like going to the movie theaters in VR!
Good times! 😅"
0,Play Station Home was way better.
0,Can’t really just look at the tech with facebooks history with user data
0,"I'm glad I'm old. While you voluntarily give your soul to a profit incentive with a big piece of PLASTIC obscuring your senses to make billionaires more wealthy, I'll be breathing pacific ocean air inhaling and exhaling with the rhythm of the ocean waves, joyfully watching sea mammals taking care of each other. What you find exciting gives me reflux."
0,"Please, let's let Meta and it's Metaverse die. We should learn our lesson by now."
0,"Sorry, even with your clarification I struggle to have faith in this because I don't even like wearing my normal glasses that don't show me ads."
0,"Yeah, great video. But still a big no to the metaverse. You cannot look at it ""objectively, as a piece of tech"". The moral implications of this will be humongous and definitely catastrophic for society. Just look at how kids cannot be away from TikTok today and how obese they're getting and antisocial and whatnot. As bad as social media has been, this will be like a tsunami to a tidal wave in comparison. Just. NO."
2,"It’s weird they don’t have a good occulus app yet. It could be such a cool way to watch short videos on a big scale, or create short form videos"
2,The future is decentralized. Letting everything depend on one company is not stable or secure. We need a zero trust replacement of the internet.
2,"If this IS the future that everyone will be living in then good, more of actual earth for me to walk around while everyone's hooked up to a computer."
1,"Man, I damn nearly teared up. That moment was really really touching. You can see it in his eyes how it meant to him. I wish my mom was like that."
0,"VR in sci-fi has always been a substitute for real life because the natural environment was decimated and depressing to experience. Pursuing VR while we still have a viable and beautiful ecosystem, is encouraging it's destruction, and with it, ourselves. It's like Zuck is Skynet seeding a machine takeover of Earth. Don't take the bait."
0,"I'm very interested in this idea. Unfortunately I'm not so interested in supporting Meta as a company. If this were Google I'd be more enthusiastic about it, but I do not trust this company at all. And I think that lack of trust will be a huge barrier to this becoming a thing."
1,"This is all amazing in the name of science, technology, and innovation, but the reality of me being a 100% work from home techie, is that I like my anonymity. Playing my game or watching TV during hour long meetings that have nothing to do with me, or actually working when I want to was the whole point of it. The workplace stuff is fucking brilliant, and I can see it being implemented by forward thinking companies, and those that are Masters of productivity [however you want to take it]. I didn't leave the physical office, to work in a physically virtual one at home. Imagine being micro managed digitally in VR/AR like you were in reality, or any of the bullshits that made you leave office in the first place. That being said, I'm really interested to see how they will implement this development in leisure apps and thinking, for example comedy clubs, or live events (concerts, games, fights, etc.) This is all being developed for the next time they lock us up again. They'll be able to do it, and not miss a beat, and people won't complain either."
0,would be better if they make sword art online
1,"As usual, just brings the goods with no BS.  Good stuff."
1,You see how working from home has revolutionized the lives of many? Now imagine being able to work from VR! the MINIMUM that happens is computer Monitors and TVs become completely obsolete - that alone should be worth a few Trillion dollars *just* by itself.  and it just escalates from there.  VR could really be the form factor that takes from smart phones.
1,Going for a coffee with your colleagues in VR office building while working from home actually sounds interesting 🤔
0,"Facebook META yeah exploiting people to get and sell their private data to the point of being traitors, yeah lets all be in a big hurry to give Facebook inc more control over us while also directly taking our money to do it now….hmmm… no"
0,"There will always be a finite amount of time in a day, and a majority of work is based in the real world and you simply can't move manufacturing and service industries into a virtual world.   Yeah you could move desk work into the metaverse but that is going to be complex as your going to need your companies resources accessible in this virtual world which raises many cyber security issues and those things will need to be accessible in and outside of it making things even more complex.   So when you stack all this together, you can't avoid the sheer fact this at best is niche or will be in direct competition for the existing gaming world market....   So there isn't new money in this"
0,Most people in meetinngs turn off the video. If they don'f want to be seen who really wants more detailed images of themselves out there?
1,Love it or hate it u gotta give it up to them for pushing the envelope to create something new. Vr is great. Ready player one here i come
0,Nobody
2,"While everyone was scrolling on Plastic Screens & Meta today, I learned an entire Beethoven song on the Piano by ear. Wrote a cool Finger Style Blues riff on the guitar.
Played my Drum kit for an hour tightening my doubles & played with my two dogs. Don't miss life for plastic people. Ya only got one. 🤔"
0,I'm photosensitive and epuileptic. I can get past some games but VR absolutely wrecks me. If this is the future then RIP.
0,Lol this guy getting payed by meta
2,woudlnt it be interesting if we can use these  for on9 purchase? It will helps for buying satisfaction
1,This may be your realest video ever.  Keep staying objective.  Nice job!
0,"This is scary from a privacy aspect. I think I'll stick with voice only calls, or better yet, text based messaging."
2,"Facebook/Meta is IOI from Ready Player One. The Metaverse can't be ad based for a good outcome, it needs to be subscription based."
1,"you're simply the best
Also IMO someone should tell the Zuck to not be the face of the metaverse. I know I know, it's silly, but The guy is simply not appealing at all when it comes to sell hardware to anyone. 
I love VR tech, and I just can't stand his presentations."
2,"*the average cost of living triples in a decade and the government issues monthly allowances to everyone making under 100k*
Metaverse ad: ""When life gets ya down, jump into the metaverse! $0 down and payments as low as $20 a month""
Fill in the rest with your imagination"
0,For the past few years Facebook has been controlling much of the western world in the worst possible way. FB was created the day the CIA's _LIFELOG_ program ended and this was no coincidence. Edward Bernays would have killed to use something like FB today and the metaverse around the corner. Expect censorship and government gaslighting on steroids soon.
2,Is it me or does MarK zucks look  like Data from StarTrek ??? WTF ?🤖
2,"2:03 - I don't care about the metaverse I care about the tech, but we all know meta won't be sharing their tech."
1,Just make it affordable here in S.A I'll buy it
0,I feel like this type of tech won’t make it to the 3rd and 2nd world countries at the same intensity. I doubt this trend will catch on.
0,I don’t think I have ever experienced anything more boring than this Meta stuff.
0,Let's not forget about the Microsoft Activision acquisition. META is terrible in all ways.
2,"I interestingly no one mentions porn as the ""killer app"" for VR - we all know what it did for mainstreaming Internet consumer usage in the early years."
2,"The only option shouldn't just be that you put on a headset and are sucked into this world. You should be able to do that, but also be able to take it off and mess around with it in front of you without having to be totally immersed in it. Like with the Switch you can play it on your TV or portable."
2,It’s weird working for Accenture and seeing things we are testing in an MKBHD video 😅
0,"Nobody wants to put on heavy VR goggles when they are tired from working 7hrs at a job just to do an online meeting. Nobody wants to do grocery shopping by putting heavy VR goggles when you can do that with a click of a button. The virtual world is not compelling unless its narrative driven or mechanics driver, basically, a video game. VR is great for an immersive video game, not headache inducing, motion sickness inducing, tiring meetings. I hope Facebook goes down in flames for all the privacy breaches, horrible algorithmic manipulation, incompetence, propaganda this horrible tech giant has served up to the world.

Also, how long until all the customization becomes microtransactions which is analogous to the worst video game practices around? This thing Meta is building is just trying to get the same microtransactions monetisation revenue that Fortnite and Call of Duty gets. They will use every psychological trick and pressure point to manipulate kids(like Fortnite, CoD, Genshin Impact) into buying worthless digital avatars just so they can get their billions in revenue. Its all an effort to commodify every aspect of our lives, not solving any problems rather compounding them to create little monetisation opportunities.

Disliked."
1,"First time I’ve had any interest in the Metaverse, or thought the headset seemed cool"
0,How much food he pay you for this ad. Must have been HUGE. don’t be fooled. This is a job
0,"I lost all respect for you after this video. Desperate last ditch pitch to sell big tech and Zuck's worthless merch. Stop selling trash. Sell Out!!! It feels like you're standing on an off ramp with a card board sign that says ""need rent to pay for VR"" and ""will work for meta"""
1,"Not gonna lie, that facial recognition and animation tech is prett impressive."
1,great presentation man. Thanks.
0,1 1/2 hour battery life for the headset... Thats a step backward in the battery life game
0,Boo
0,All stock for unhealthy tech should TANK.
2,My 16yr old says he's buying in which I about hit the floor as he is so anti FB and all it stood for.  He was quick to point out the amount of investment and lead they have in the space along with the convenient truth of having the stock on sale right now.  I threw some chips at it.
0,"The downside is that for Meta, everyone needs to get the devices. When no one is getting these devices. People are sticking to their smartphones and not this VR/AR universe."
0,"Call me old-fashioned, but I'll take real reality over fake virtual reality, which holds no appeal to me. Moreover, Zuckerberg is a pinhead, drivel- brain, Deep State/Great Reset-worshipping, censorship-pushing fascist, so why would I want to enter any virtual reality that he creates?"
2,"Facebook, I mean Meta, wants to become the next Google."
1,"Amazing, thank you!"
2,"I think a big part of VR catching on is that VR has to offer experience that can't or wouldn't usually be achievable in real life. This applies mostly to video games but also to just about anything. The best VR games are either immersive ones that put you in an impossible situation, like a space walk, or you can talk with anybody from anywhere as if you were next to them. The same goes for work. I saw some comments suggesting that VR could be used for training in dangerous jobs, and I agree. What I DONT think VR will catch on with is normal everyday office work. Sure some huge companies can use it to collaborate with overseas partners, but for the vast majority of companies, just coming into an office building is much more convenient."
0,Why would anyone want to give an odious organisation that has shown zero comprehension of privacy or basic concepts in law their detailed biometric data. This entire concept is destined to fail because A it is being pushed by Meta and B there is no business case. There is nothing this does even half as well as more traditional means.
2,I’m totally off the topic and being completely biased but this black man has the most white man’s voice ever
2,"What is the VR version of someone who likes to restore old typewriters? Will we be able to buy old, broken virtual typewriters in the metaverse and then fix them up on a virtual workbench?"
0,"lets be honest this is the wrong way to implement this technology... imo this is not a technology suitable for general consumers, but niche use cases(military, science, sports etc) I can see its use"
2,Metaverse? What's that?
1,Very thoughtful of you by using music from Daft Punk in a video focused on headgear.
0,What i'd like to know is how much money MEYA can dump into that metaverse thing before they go bankrupt.
0,Put a Zuck sticker on something and you can be 100% sure I won‘t buy it
0,"AR/VR will definitely happen, but it won't come from Facebook/Meta.Also, this is not new tech; it's been in development with many working iterations since the mid-1990's. And BTW, the web-portion of the internet wasn't always about advertising and buying stuff...it used to be good. Lastly, Facebook is horribly designed, with an awful user interface, so it's no wonder Zuck rebranded...Facebook is dead. There's no business left there. Just bad code. VR is the future, but Zuck isnt. VR needs to be a truly-open standard, NOT controlled by a Microsoft or a Meta."
0,Not Meta’s shareholders
0,"Yea I’m absolutely good for $1500
Shit gives you a migraine 30 minutes of wearing it"
2,"i dont care about metaverse at all, but i hope that VR will took off and get wider reach. So that it will become cheaper and cheaper"
2,"9:15
step 1 - porn
step 2 - porn
step 3 - profit"
0,"Marques gives examples of VR applications being better than what we already have, but the examples are terrible. VR meetings? Seriously? Who gives a f*ck. VR gaming is cool and all, but it's been around for a while and most see it as a gimmick. The ship is sinking for Meta, they should pivot to some other kind of hardware imo."
0,"I'm 35, so I'm old and out of touch and stuck in my ways and yelling at kids to get off my lawn. But theres no way in hell I'm ever going to use one of these things."
0,Get those politicians to use Metaverse for those useless meetings. So they don't travel around world burning taxpayers' money and spewing CO2.
